ticket_id,created_at,resolved_at,category,system_name,priority,status,resolution_notes,root_cause
1009,2025-04-13 23:41:03,2025-04-14 04:41:03,Report Error,FDW_App1,Low,Closed,And like audience customer score finally.,Unknown
1010,2025-04-10 11:34:51,2025-04-10 18:34:51,Batch Job,Control-M,High,Closed,When value point set unit.,Database Timeout
1011,2025-05-11 00:11:10,2025-05-12 19:11:10,Batch Job,CyberArk,Critical,Closed,Your approach subject possible first Mr another travel.,Configuration Error
1012,2025-04-09 03:52:26,2025-04-11 09:52:26,Server Down,FDW_App1,High,Closed,Nearly drop quickly network.,Configuration Error
1013,2025-05-31 08:32:26,2025-05-31 16:32:26,Server Down,FDW_App1,Low,Closed,Dream determine action why seem too laugh.,Unknown
1014,2025-04-30 14:16:29,2025-05-03 10:16:29,Batch Job,CyberArk,Low,Closed,Believe project resource floor mouth possible kitchen.,Network Glitch
1015,2025-06-01 23:10:11,2025-06-04 04:10:11,Server Down,FDW_App1,Low,Closed,Easy environment heart hot Congress.,Network Glitch
1016,2025-05-06 01:11:48,2025-05-06 17:11:48,Access Issue,CyberArk,Medium,Closed,Energy defense tax discuss according structure follow attention.,Network Glitch
1017,2025-04-08 14:21:55,2025-04-11 04:21:55,Login Failure,Report_Portal,Critical,Closed,Late manager ever quality dark tough.,Network Glitch
1018,2025-05-31 21:12:33,2025-06-01 04:12:33,Login Failure,CyberArk,Critical,Closed,Education because some son yeah.,Configuration Error
1019,2025-05-14 05:51:34,2025-05-15 11:51:34,Access Issue,Control-M,Critical,Closed,These which sign politics enter enough knowledge.,Configuration Error
1020,2025-05-17 07:27:43,2025-05-18 15:27:43,Access Issue,FDW_App1,Medium,Closed,Relationship individual though bill chance shake.,Database Timeout
1021,2025-05-30 00:39:06,2025-06-01 15:39:06,Report Error,Report_Portal,Medium,Closed,Threat party industry relate affect contain tell.,User Error
1022,2025-05-28 16:35:52,2025-05-28 21:35:52,Login Failure,Control-M,Medium,Closed,Along speech food seat actually.,Unknown
1023,2025-04-08 21:24:09,2025-04-11 13:24:09,Login Failure,FDW_App2,Low,Closed,Hand avoid suffer democratic organization.,Permission Missing
1024,2025-04-25 15:54:21,2025-04-27 17:54:21,Login Failure,Control-M,Critical,Closed,Nearly evidence something really manage read.,User Error
1025,2025-05-18 22:59:28,2025-05-21 04:59:28,Server Down,CyberArk,Medium,Closed,Account western only four a decision off sell.,Configuration Error
1026,2025-05-15 18:06:19,2025-05-17 09:06:19,Login Failure,CyberArk,Medium,Closed,Listen support data happen try gun national minute.,Permission Missing
1027,2025-05-19 23:01:16,2025-05-21 14:01:16,Access Issue,CyberArk,Critical,Closed,Exist page school another sell.,Permission Missing
1028,2025-05-15 10:52:33,2025-05-17 00:52:33,Report Error,Report_Portal,High,Closed,Power hour court pretty arm number moment.,Network Glitch
1029,2025-04-09 17:33:47,2025-04-10 06:33:47,Server Down,Report_Portal,Medium,Closed,Market east movie present people remember.,Configuration Error
1030,2025-04-29 05:31:18,2025-04-30 13:31:18,Report Error,CyberArk,Medium,Closed,True market everybody others beautiful adult.,Permission Missing
1031,2025-05-02 09:45:38,2025-05-03 13:45:38,Report Error,Control-M,Medium,Closed,Support black mother section.,Permission Missing
1032,2025-06-02 15:12:41,2025-06-05 10:12:41,Server Down,Control-M,Low,Closed,Discover make include brother government wrong.,User Error
1033,2025-04-12 04:41:53,2025-04-14 17:41:53,Report Error,FDW_App1,Medium,Closed,Child surface take body.,Unknown
1034,2025-05-14 20:54:06,2025-05-15 12:54:06,Login Failure,Report_Portal,High,Closed,History floor very mother report finally raise.,Configuration Error
1035,2025-04-30 20:22:34,2025-05-02 22:22:34,Report Error,FDW_App2,Low,Closed,His operation environmental teacher.,User Error
1036,2025-05-28 07:55:16,2025-05-29 04:55:16,Batch Job,Control-M,Critical,Closed,Ball stop enough decade raise issue.,Permission Missing
1037,2025-05-11 06:30:29,2025-05-13 13:30:29,Report Error,FDW_App1,High,Closed,Able where really successful.,Database Timeout
1038,2025-05-01 07:19:06,2025-05-01 09:19:06,Batch Job,FDW_App1,Medium,Closed,Subject fall purpose not.,User Error
1039,2025-05-19 16:32:57,2025-05-22 16:32:57,Access Issue,FDW_App2,High,Closed,Education shake reduce.,Database Timeout
1040,2025-06-02 13:58:54,2025-06-03 07:58:54,Login Failure,Report_Portal,Critical,Closed,Decide which unit charge lead music.,Network Glitch
1041,2025-04-19 10:48:55,2025-04-19 20:48:55,Server Down,FDW_App2,Medium,Closed,Consider such language company sea television church.,Network Glitch
1042,2025-04-08 00:51:08,2025-04-08 18:51:08,Batch Job,FDW_App1,Critical,Closed,Job successful animal no take.,Permission Missing
1043,2025-05-25 18:41:43,2025-05-27 09:41:43,Login Failure,FDW_App1,Critical,Closed,Until say least sort.,Database Timeout
1044,2025-05-22 11:17:14,2025-05-23 09:17:14,Batch Job,FDW_App2,Low,Closed,Hotel thank Democrat.,User Error
1045,2025-06-03 12:02:27,2025-06-05 16:02:27,Server Down,FDW_App1,High,Closed,Could usually beyond view to whose.,Configuration Error
1046,2025-04-27 19:07:20,2025-04-30 07:07:20,Login Failure,FDW_App2,High,Closed,Address guy month not ahead.,Database Timeout
1047,2025-04-11 07:26:24,2025-04-11 15:26:24,Report Error,Control-M,Critical,Closed,Billion reality land happen.,Network Glitch
1048,2025-04-23 15:21:54,2025-04-24 19:21:54,Batch Job,CyberArk,Low,Closed,Staff ball pressure indicate response.,User Error
1049,2025-05-08 02:46:14,2025-05-09 06:46:14,Login Failure,Control-M,High,Closed,Nature boy reach dream truth important center.,Permission Missing
1050,2025-04-15 02:35:30,2025-04-16 08:35:30,Login Failure,FDW_App1,High,Closed,Development view seat eye anyone.,Unknown
1051,2025-04-13 16:36:03,2025-04-15 04:36:03,Batch Job,CyberArk,Medium,Closed,Hot work southern sometimes bill both.,Configuration Error
1052,2025-04-09 14:21:49,2025-04-12 01:21:49,Batch Job,Control-M,High,Closed,Analysis while want whatever no.,Permission Missing
1053,2025-04-21 12:42:50,2025-04-23 20:42:50,Access Issue,FDW_App1,Medium,Closed,Behind successful of why day door sit.,Network Glitch
1054,2025-04-14 15:48:13,2025-04-16 23:48:13,Access Issue,Report_Portal,Low,Closed,Probably design pressure so.,Configuration Error
1055,2025-05-20 07:48:57,2025-05-21 13:48:57,Batch Job,CyberArk,High,Closed,Much region give project particular itself.,Permission Missing
1056,2025-05-14 10:23:09,2025-05-16 21:23:09,Login Failure,Report_Portal,High,Closed,Low view statement account soon I within candidate.,User Error
1057,2025-05-25 05:13:31,2025-05-27 00:13:31,Server Down,FDW_App2,Low,Closed,Professional positive must and speech.,Unknown
1058,2025-04-25 23:13:12,2025-04-28 08:13:12,Login Failure,FDW_App1,Low,Closed,Increase concern pressure.,Network Glitch
1059,2025-05-08 10:49:59,2025-05-09 08:49:59,Server Down,Control-M,Medium,Closed,Push first crime onto star board.,User Error
1060,2025-06-04 00:41:32,2025-06-05 09:41:32,Server Down,Report_Portal,High,Closed,Two others easy send account consumer feeling.,User Error
1061,2025-05-08 22:42:25,2025-05-09 00:42:25,Login Failure,FDW_App1,Critical,Closed,From opportunity wife travel well give easy.,Unknown
1062,2025-05-12 18:25:04,2025-05-13 09:25:04,Login Failure,Control-M,Critical,Closed,Some although middle reach plant.,Configuration Error
1063,2025-04-16 18:37:42,2025-04-17 07:37:42,Report Error,FDW_App2,Critical,Closed,Teach note word be water career.,Unknown
1064,2025-05-04 10:09:19,2025-05-05 10:09:19,Report Error,CyberArk,Low,Closed,Successful movie organization want build.,Permission Missing
1065,2025-04-13 23:38:31,2025-04-16 06:38:31,Server Down,Report_Portal,Medium,Closed,Each argue no from technology away cell.,Configuration Error
1066,2025-06-02 14:50:31,2025-06-04 23:50:31,Login Failure,Report_Portal,Medium,Closed,Story glass employee listen.,User Error
1067,2025-05-04 14:11:03,2025-05-04 20:11:03,Access Issue,Control-M,Critical,Closed,Record Mrs about degree crime.,Network Glitch
1068,2025-05-25 12:46:42,2025-05-28 11:46:42,Login Failure,FDW_App1,Medium,Closed,Effort actually skin enter fight worry.,Permission Missing
1069,2025-04-21 06:20:03,2025-04-24 06:20:03,Access Issue,Report_Portal,Low,Closed,Foot night tell blue front.,User Error
1070,2025-06-06 06:24:29,2025-06-08 05:24:29,Server Down,Control-M,Medium,Closed,Source project family always.,Configuration Error
1071,2025-04-09 02:43:51,2025-04-10 03:43:51,Login Failure,Report_Portal,Medium,Closed,Successful film product.,Database Timeout
1072,2025-05-19 00:09:55,2025-05-20 14:09:55,Batch Job,FDW_App1,Critical,Closed,Career professor ready politics order indeed.,Database Timeout
1073,2025-05-12 08:53:06,2025-05-15 07:53:06,Batch Job,FDW_App2,Low,Closed,Now bill know them international.,Permission Missing
1074,2025-04-18 13:19:43,2025-04-20 19:19:43,Access Issue,Report_Portal,Critical,Closed,Bit knowledge coach owner nothing course.,User Error
1075,2025-04-23 07:22:33,2025-04-25 05:22:33,Login Failure,FDW_App2,Low,Closed,Up behavior threat hand social some man.,Permission Missing
1076,2025-05-26 08:59:33,2025-05-27 12:59:33,Batch Job,Control-M,Critical,Closed,Among everyone involve never only example international cover.,Permission Missing
1077,2025-04-15 06:32:09,2025-04-17 01:32:09,Access Issue,CyberArk,Medium,Closed,Experience medical present town wonder.,User Error
1078,2025-04-15 18:59:07,2025-04-15 23:59:07,Report Error,FDW_App2,Medium,Closed,Most week enjoy best high represent they language.,Permission Missing
1079,2025-04-09 00:46:17,2025-04-09 21:46:17,Access Issue,Control-M,Medium,Closed,Social clear market deep goal.,Configuration Error
1080,2025-04-22 06:36:55,2025-04-22 17:36:55,Access Issue,Control-M,Critical,Closed,President defense too check.,Database Timeout
1081,2025-05-04 04:55:12,2025-05-04 08:55:12,Access Issue,CyberArk,High,Closed,Choice stand baby.,Unknown
1082,2025-05-20 03:22:18,2025-05-21 19:22:18,Batch Job,CyberArk,Medium,Closed,Movement interesting seat language Mrs raise black.,Permission Missing
1083,2025-05-04 13:24:07,2025-05-07 04:24:07,Report Error,FDW_App1,High,Closed,Official up material country continue all buy.,Configuration Error
1084,2025-06-04 04:22:01,2025-06-06 15:22:01,Server Down,FDW_App2,Low,Closed,Box citizen former feel throughout both.,Configuration Error
1085,2025-05-30 11:44:27,2025-06-01 09:44:27,Report Error,FDW_App2,High,Closed,Gas personal this certainly.,Permission Missing
1086,2025-05-10 11:14:04,2025-05-11 00:14:04,Batch Job,FDW_App1,Critical,Closed,Sign economic experience above education.,Network Glitch
1087,2025-04-19 10:01:03,2025-04-22 02:01:03,Access Issue,Control-M,Critical,Closed,Walk actually continue number imagine candidate seem kind.,User Error
1088,2025-05-22 07:50:29,2025-05-24 20:50:29,Access Issue,FDW_App2,Low,Closed,Road wind provide quickly low even.,User Error
1089,2025-05-19 05:48:00,2025-05-21 16:48:00,Batch Job,Control-M,High,Closed,Sister positive base that his.,Unknown
1090,2025-05-15 18:39:09,2025-05-16 17:39:09,Batch Job,CyberArk,High,Closed,Country wish want amount maybe figure.,Database Timeout
1091,2025-06-02 08:24:41,2025-06-03 09:24:41,Report Error,Control-M,Low,Closed,Watch argue cold.,Network Glitch
1092,2025-05-04 07:07:27,2025-05-05 16:07:27,Server Down,CyberArk,High,Closed,Idea edge response cultural lot player.,Unknown
1093,2025-05-09 00:25:14,2025-05-11 08:25:14,Login Failure,FDW_App1,Critical,Closed,Air senior challenge event.,Configuration Error
1094,2025-05-27 11:01:24,2025-05-30 00:01:24,Server Down,Control-M,High,Closed,Produce if prove but strong key program because.,Database Timeout
1095,2025-04-08 09:47:15,2025-04-08 18:47:15,Server Down,FDW_App2,Critical,Closed,Final discover success reach radio.,Database Timeout
1096,2025-04-20 10:51:43,2025-04-22 08:51:43,Report Error,FDW_App2,Critical,Closed,Throughout commercial interest your.,Permission Missing
1097,2025-05-29 00:50:03,2025-05-29 09:50:03,Server Down,CyberArk,Medium,Closed,Travel admit allow.,User Error
1098,2025-04-20 13:24:41,2025-04-21 07:24:41,Login Failure,Report_Portal,Low,Closed,Evidence shoulder will cup base.,Network Glitch
1099,2025-05-06 19:09:05,2025-05-06 20:09:05,Login Failure,CyberArk,Critical,Closed,Mrs protect property red month.,User Error
1100,2025-05-29 06:58:39,2025-05-31 20:58:39,Server Down,FDW_App2,Low,Closed,Director much land look think off.,Unknown
1101,2025-06-01 14:53:50,2025-06-03 22:53:50,Server Down,Report_Portal,Critical,Closed,Nor leg sister oil blue whatever.,Configuration Error
1102,2025-04-12 06:43:18,2025-04-12 11:43:18,Batch Job,FDW_App2,Critical,Closed,Positive although international trouble us lose agency above.,Unknown
1103,2025-06-03 22:11:58,2025-06-04 10:11:58,Batch Job,Control-M,Critical,Closed,Writer manager statement number everyone.,User Error
1104,2025-05-17 04:51:28,2025-05-18 07:51:28,Batch Job,Report_Portal,Low,Closed,Religious course would seek.,Network Glitch
1105,2025-04-25 05:43:26,2025-04-27 18:43:26,Login Failure,FDW_App1,Low,Closed,Near receive hear argue century value.,Configuration Error
1106,2025-05-21 22:11:21,2025-05-23 07:11:21,Access Issue,Control-M,Medium,Closed,Big sometimes art director herself true.,Network Glitch
1107,2025-04-24 09:27:00,2025-04-25 16:27:00,Access Issue,CyberArk,Low,Closed,Share meeting half wait agreement available.,Configuration Error
1108,2025-04-23 09:04:10,2025-04-25 19:04:10,Report Error,Report_Portal,Medium,Closed,Strong must Republican simply to miss light.,Unknown
1109,2025-04-09 14:30:15,2025-04-10 00:30:15,Batch Job,CyberArk,Low,Closed,Table condition join record.,Configuration Error
1110,2025-04-20 12:14:58,2025-04-21 18:14:58,Report Error,Report_Portal,Low,Closed,Fear measure south clearly country support.,Database Timeout
1111,2025-04-14 14:20:24,2025-04-16 00:20:24,Batch Job,CyberArk,Medium,Closed,History toward board the.,Configuration Error
1112,2025-05-25 12:37:47,2025-05-27 12:37:47,Server Down,CyberArk,Medium,Closed,Practice month audience just really.,User Error
1113,2025-05-14 12:03:25,2025-05-15 16:03:25,Login Failure,CyberArk,High,Closed,Cell writer avoid affect read.,User Error
1114,2025-04-29 16:19:34,2025-05-01 00:19:34,Access Issue,FDW_App2,High,Closed,Be certainly property mean approach example.,Configuration Error
1115,2025-04-14 18:22:20,2025-04-15 07:22:20,Server Down,Control-M,Critical,Closed,International order herself new and rich attack serve.,User Error
1116,2025-04-26 06:12:23,2025-04-27 15:12:23,Login Failure,FDW_App2,Low,Closed,Realize rest oil official.,Permission Missing
1117,2025-04-11 09:22:30,2025-04-13 12:22:30,Batch Job,FDW_App2,Low,Closed,Fish reflect price make few likely.,Database Timeout
1118,2025-04-13 00:26:31,2025-04-16 00:26:31,Batch Job,CyberArk,High,Closed,That about executive computer fear.,Unknown
1119,2025-04-28 20:57:26,2025-04-30 13:57:26,Access Issue,FDW_App1,Low,Closed,Work year third policy doctor the station.,Configuration Error
1120,2025-04-08 08:52:21,2025-04-08 11:52:21,Access Issue,Report_Portal,Low,Closed,Candidate best small hold still professional key.,Unknown
1121,2025-05-24 00:10:15,2025-05-24 12:10:15,Server Down,Report_Portal,Critical,Closed,Do field shoulder past argue.,Configuration Error
1122,2025-05-04 08:32:43,2025-05-04 22:32:43,Report Error,FDW_App2,High,Closed,Money student near then understand.,Permission Missing
1123,2025-05-16 03:11:48,2025-05-16 18:11:48,Access Issue,CyberArk,Low,Closed,Nearly help them response seat.,Permission Missing
1124,2025-04-17 00:42:33,2025-04-18 23:42:33,Server Down,Report_Portal,Low,Closed,Attack from attention including everybody human final.,Configuration Error
1125,2025-05-27 08:13:17,2025-05-29 13:13:17,Server Down,Report_Portal,High,Closed,One arm fill character court.,Configuration Error
1126,2025-05-19 19:19:44,2025-05-20 13:19:44,Report Error,Report_Portal,Medium,Closed,Trade ready face.,Network Glitch
1127,2025-05-04 10:38:58,2025-05-04 20:38:58,Report Error,Report_Portal,Low,Closed,Tv police officer security.,Network Glitch
1128,2025-06-05 10:18:14,2025-06-06 09:18:14,Login Failure,FDW_App2,Low,Closed,Base arm computer garden free.,Permission Missing
1129,2025-04-15 03:23:41,2025-04-17 20:23:41,Report Error,FDW_App1,High,Closed,Practice happen walk think.,Network Glitch
1130,2025-04-10 02:09:33,2025-04-12 14:09:33,Login Failure,CyberArk,Medium,Closed,Record structure one prepare organization certainly.,Database Timeout
1131,2025-04-18 02:01:43,2025-04-20 19:01:43,Batch Job,Control-M,Medium,Closed,Network language suffer land lot final safe pull.,Permission Missing
